"","State","County","totalDeaths","totalCases","Income.2018","Beds","Pop.2019","popDens","StayHomeDate"
"357","Michigan","Manistee",0,11,38814,45,24558,45.6,"2020-03-24"
"358","Michigan","Marquette",7,42,40036,289,66699,37.1,"2020-03-24"
"359","Michigan","Mason",0,5,41667,49,29144,58,"2020-03-24"
"360","Michigan","Mecosta",1,14,34252,69,43453,77.1,"2020-03-24"
"361","Michigan","Menominee",0,3,43594,NA,22780,23,"2020-03-24"
"362","Michigan","Midland",3,52,60467,308,83156,162,"2020-03-24"
"363","Michigan","Missaukee",1,15,34972,NA,15118,26.3,"2020-03-24"
"364","Michigan","Monroe",12,273,47496,217,150500,276.7,"2020-03-24"
"365","Michigan","Montcalm",1,32,34972,148,63888,89.8,"2020-03-24"
"366","Michigan","Montmorency",0,5,37363,NA,9328,17.9,"2020-03-24"
"367","Michigan","Muskegon",13,228,39072,413,173566,344.9,"2020-03-24"
"368","Michigan","Newaygo",0,15,38037,25,48980,59.6,"2020-03-24"
"369","Michigan","Oakland",620,6928,72741,4435,1257584,1385.7,"2020-03-24"
"370","Michigan","Oceana",1,5,37950,24,26467,51.9,"2020-03-24"
"371","Michigan","Ogemaw",0,9,35396,88,20997,38.5,"2020-03-24"
"372","Michigan","Ontonagon",0,0,40129,25,5720,5.2,"2020-03-24"
"373","Michigan","Osceola",0,8,36023,25,23460,41.5,"2020-03-24"
"374","Michigan","Oscoda",0,4,33896,NA,8241,15.3,"2020-03-24"
"375","Michigan","Otsego",8,87,40589,46,24668,46.9,"2020-03-24"
"376","Michigan","Ottawa",9,180,49418,311,291830,468.2,"2020-03-24"
"377","Michigan","Presque Isle",0,10,39004,28,12592,20.3,"2020-03-24"
"378","Michigan","Roscommon",0,13,37141,NA,24019,47.1,"2020-03-24"
"379","Michigan","Saginaw",43,558,38754,968,190539,250.2,"2020-03-24"
"380","Michigan","Sanilac",4,34,38004,65,41170,44.8,"2020-03-24"
"381","Michigan","Schoolcraft",0,3,39948,37,8094,7.2,"2020-03-24"
"382","Michigan","Shiawassee",7,130,39435,107,68122,133.1,"2020-03-24"
"383","Michigan","St. Clair",18,302,44316,398,159128,226.1,"2020-03-24"
"384","Michigan","St. Joseph",1,28,38866,144,60964,122.4,"2020-03-24"
"385","Michigan","Tuscola",13,82,37979,50,52245,69.4,"2020-03-24"
"386","Michigan","Van Buren",2,35,41123,84,75677,125.5,"2020-03-24"
"387","Michigan","Washtenaw",50,1001,59363,1719,367601,488.4,"2020-03-24"
"388","Michigan","Wayne",1580,15748,42942,6079,1749343,2974.4,"2020-03-24"
"389","Michigan","Wexford",1,8,36454,49,33631,57.9,"2020-03-24"
"390","New Jersey","Atlantic",29,638,48668,1573,263670,494.1,"2020-03-21"
"391","New Jersey","Bergen",955,14965,85951,3019,932202,3884.5,"2020-03-21"
"392","New Jersey","Burlington",94,2333,62120,1112,445349,561.9,"2020-03-21"
"393","New Jersey","Camden",121,2983,54103,2828,506471,2321.5,"2020-03-21"
"394","New Jersey","Cape May",18,281,60877,NA,92039,386.9,"2020-03-21"
"395","New Jersey","Cumberland",6,520,40289,511,149527,324.4,"2020-03-21"
"396","New Jersey","Essex",1023,12863,67459,4447,798975,6211.5,"2020-03-21"
"397","New Jersey","Gloucester",31,976,54745,609,291636,895.3,"2020-03-21"
"398","New Jersey","Hudson",661,13708,65139,1878,672391,13731.4,"2020-03-21"
"399","New Jersey","Hunterdon",23,536,89610,184,124371,300,"2020-03-21"
"400","New Jersey","Mercer",188,3355,69344,2058,367430,1632.2,"2020-03-21"
"401","New Jersey","Middlesex",442,10642,61065,2782,825062,2621.6,"2020-03-21"
"402","New Jersey","Monmouth",291,5671,79978,2176,618795,1344.7,"2020-03-21"
"403","New Jersey","Morris",351,4976,98842,2005,491845,1069.8,"2020-03-21"
"404","New Jersey","Ocean",322,5962,52008,1522,607186,917,"2020-03-21"
"405","New Jersey","Passaic",426,11137,50570,1456,501826,2715.3,"2020-03-21"
"406","New Jersey","Salem",6,181,48496,222,62385,199.1,"2020-03-21"
"407","New Jersey","Somerset",223,3144,106194,759,328934,1071.7,"2020-03-21"
"408","New Jersey","Sussex",92,855,61757,146,140488,287.6,"2020-03-21"
"409","New Jersey","Union",571,11853,68262,1521,556341,5216.1,"2020-03-21"
"410","New Jersey","Warren",65,778,56058,309,105267,304.5,"2020-03-21"
"411","New York","Albany",32,948,61201,1381,305506,581.9,"2020-03-22"
"412","New York","Allegany",2,35,34880,76,46091,47.6,"2020-03-22"
"413","New York","Bronx",0,0,37376,3822,1418207,32903.3,"2020-03-22"
"414","New York","Broome",17,257,44540,742,190488,284.2,"2020-03-22"
"415","New York","Cattaraugus",0,45,39995,248,76117,61.4,"2020-03-22"
"416","New York","Cayuga",1,47,42231,99,76576,115.7,"2020-03-22"
"417","New York","Chautauqua",3,29,40759,399,126903,127.2,"2020-03-22"
"418","New York","Chemung",1,106,44373,391,83456,218.1,"2020-03-22"
"419","New York","Chenango",0,93,41840,58,47207,56.5,"2020-03-22"
"420","New York","Clinton",4,57,44081,300,80485,79.1,"2020-03-22"
"421","New York","Columbia",13,143,55810,192,59461,99.4,"2020-03-22"
"422","New York","Cortland",0,28,40691,162,47581,98.9,"2020-03-22"
"423","New York","Delaware",4,58,39632,67,44135,33.3,"2020-03-22"
"424","New York","Dutchess",35,2729,56365,676,294218,373.9,"2020-03-22"
"425","New York","Erie",207,2954,51539,2788,918702,881.4,"2020-03-22"
"426","New York","Essex",0,24,45996,40,36885,21.9,"2020-03-22"
"427","New York","Franklin",0,14,37644,173,50022,31.7,"2020-03-22"
"428","New York","Fulton",0,62,43112,74,53383,112.1,"2020-03-22"
"429","New York","Genesee",3,144,43582,131,57280,121.9,"2020-03-22"
"430","New York","Greene",5,110,47008,NA,47188,76.1,"2020-03-22"
"431","New York","Hamilton",0,3,54086,NA,4416,2.8,"2020-03-22"
"432","New York","Herkimer",3,57,41581,25,61319,45.7,"2020-03-22"
"433","New York","Jefferson",0,60,46924,344,109834,91.6,"2020-03-22"
"434","New York","Kings",0,0,52192,6166,2559903,35369.2,"2020-03-22"
"435","New York","Lewis",0,9,43971,31,26296,21.3,"2020-03-22"
"436","New York","Livingston",5,60,45908,67,62914,103.5,"2020-03-22"
"437","New York","Madison",5,123,44502,126,70941,112.2,"2020-03-22"
"438","New York","Monroe",106,1316,52951,2009,741770,1132.6,"2020-03-22"
"439","New York","Montgomery",1,47,41628,130,49221,124.6,"2020-03-22"
"440","New York","Nassau",1587,34522,89839,4343,1356924,4704.8,"2020-03-22"
"441","New York","New York",17280,158258,193940,11052,1628706,69468.4,"2020-03-22"
"442","New York","Niagara",21,368,45501,623,209281,414.4,"2020-03-22"
"443","New York","Oneida",14,384,44697,725,228671,193.7,"2020-03-22"
"444","New York","Onondaga",25,692,52886,1672,460528,600,"2020-03-22"
"445","New York","Ontario",9,84,53498,399,109777,167.6,"2020-03-22"
"446","New York","Orange",274,8106,51848,902,384940,459.3,"2020-03-22"
"447","New York","Orleans",7,80,38963,39,40352,109.6,"2020-03-22"
"448","New York","Oswego",2,61,40538,158,117124,128.3,"2020-03-22"
"449","New York","Otsego",4,60,43522,240,59493,62.2,"2020-03-22"
"450","New York","Putnam",7,904,65833,164,98320,432.9,"2020-03-22"
"451","New York","Queens",0,0,49777,3734,2253858,20553.6,"2020-03-22"
"452","New York","Rensselaer",11,242,49156,423,158714,244.4,"2020-03-22"
"453","New York","Richmond",0,0,56749,1187,476143,8030.3,"2020-03-22"
"454","New York","Rockland",453,11256,60464,1169,325789,1795.9,"2020-03-22"
"455","New York","Saratoga",11,330,67618,259,229863,271.1,"2020-03-22"
"456","New York","Schenectady",15,449,50533,538,155299,756.6,"2020-03-22"
"457","New York","Schoharie",0,35,40791,40,30999,52.7,"2020-03-22"
"458","New York","Schuyler",0,7,42063,25,17807,55.9,"2020-03-22"
"459","New York","Seneca",0,38,38593,NA,34016,108.9,"2020-03-22"
"460","New York","St. Lawrence",0,167,37940,319,107740,41.8,"2020-03-22"
"461","New York","Steuben",33,207,45194,214,95379,71.2,"2020-03-22"
"462","New York","Suffolk",1070,32059,68617,3583,1476601,1637.4,"2020-03-22"
"463","New York","Sullivan",17,724,46303,169,75432,80.1,"2020-03-22"
"464","New York","Tioga",5,71,45910,NA,48203,98.6,"2020-03-22"
"465","New York","Tompkins",0,126,45282,212,102180,214,"2020-03-22"
"466","New York","Ulster",23,1190,50462,325,177573,162.3,"2020-03-22"
"467","New York","Warren",0,135,52475,410,63944,75.8,"2020-03-22"
"468","New York","Washington",2,127,40043,NA,61204,76.1,"2020-03-22"
"469","New York","Wayne",0,65,46048,120,89918,155.3,"2020-03-22"
"470","New York","Westchester",946,27664,108976,3235,967506,2204.7,"2020-03-22"
"471","New York","Wyoming",5,59,39801,62,39859,71.1,"2020-03-22"
"472","New York","Yates",1,17,39402,25,24913,75,"2020-03-22"
"473","Pennsylvania","Adams",1,117,49173,76,103009,195.5,"2020-04-01"
"474","Pennsylvania","Allegheny",73,1211,62958,7775,1216045,1675.6,"2020-04-01"
"475","Pennsylvania","Armstrong",2,46,45510,155,64735,105.5,"2020-04-01"
"476","Pennsylvania","Beaver",46,366,48763,396,163929,392.3,"2020-04-01"
"477","Pennsylvania","Bedford",1,21,42889,49,47888,49.2,"2020-04-01"
"478","Pennsylvania","Berks",88,2491,49945,1247,421164,480.4,"2020-04-01"
"479","Pennsylvania","Blair",0,21,46743,598,121829,241.7,"2020-04-01"
"480","Pennsylvania","Bradford",2,28,41331,365,60323,54.6,"2020-04-01"
"481","Pennsylvania","Bucks",141,2541,73447,1299,628270,1034.7,"2020-04-01"
"482","Pennsylvania","Butler",6,170,58927,296,187853,233.1,"2020-04-01"
"483","Pennsylvania","Cambria",1,21,43420,594,130192,208.7,"2020-04-01"
"484","Pennsylvania","Cameron",0,1,48651,NA,4447,12.8,"2020-04-01"
"485","Pennsylvania","Carbon",12,163,50322,155,64182,171.1,"2020-04-01"
"486","Pennsylvania","Centre",1,81,46193,438,162385,138.7,"2020-04-01"
"487","Pennsylvania","Chester",82,1177,82846,1286,524989,664.7,"2020-04-01"
"488","Pennsylvania","Clarion",1,22,41732,156,38438,66.6,"2020-04-01"
"489","Pennsylvania","Clearfield",0,11,44421,310,79255,71.3,"2020-04-01"
"490","Pennsylvania","Clinton",0,21,39716,111,38632,44.2,"2020-04-01"
"491","Pennsylvania","Columbia",7,269,42211,173,64964,139.3,"2020-04-01"
"492","Pennsylvania","Crawford",0,19,40969,289,84629,87.7,"2020-04-01"
"493","Pennsylvania","Cumberland",8,267,55141,658,253370,431.6,"2020-04-01"
"494","Pennsylvania","Dauphin",18,519,51100,1189,278299,510.6,"2020-04-01"
"495","Pennsylvania","Delaware",141,3281,66617,1162,566747,3040.5,"2020-04-01"
"496","Pennsylvania","Elk",0,3,48886,80,29910,38.6,"2020-04-01"
"497","Pennsylvania","Erie",0,77,44903,1223,269728,351.1,"2020-04-01"
"498","Pennsylvania","Fayette",4,79,42649,283,129274,172.8,"2020-04-01"
"499","Pennsylvania","Forest",0,7,22787,NA,7247,18.1,"2020-04-01"
"500","Pennsylvania","Franklin",2,205,46403,416,155027,193.7,"2020-04-01"
"501","Pennsylvania","Fulton",0,3,45522,21,14530,33.9,"2020-04-01"
"502","Pennsylvania","Greene",0,25,44751,77,36233,67.2,"2020-04-01"
"503","Pennsylvania","Huntingdon",0,22,38558,100,45144,52.5,"2020-04-01"
"504","Pennsylvania","Indiana",4,63,39923,164,84073,107.5,"2020-04-01"
"505","Pennsylvania","Jefferson",0,4,44136,84,43425,69.3,"2020-04-01"
"506","Pennsylvania","Juniata",0,78,45277,NA,24763,63,"2020-04-01"
"507","Pennsylvania","Lackawanna",63,793,47730,1104,209674,467.1,"2020-04-01"
"508","Pennsylvania","Lancaster",140,1577,52664,1191,545724,550.4,"2020-04-01"
"509","Pennsylvania","Lawrence",5,61,43929,316,85512,254.4,"2020-04-01"
"510","Pennsylvania","Lebanon",7,612,48352,484,141793,369.1,"2020-04-01"
"511","Pennsylvania","Lehigh",51,2601,53614,1937,369318,1012.5,"2020-04-01"
"512","Pennsylvania","Luzerne",67,2008,45219,1247,317417,360.4,"2020-04-01"
"513","Pennsylvania","Lycoming",0,55,43823,302,113299,94.5,"2020-04-01"
"514","Pennsylvania","McKean",0,5,45261,NA,40625,44.4,"2020-04-01"
"515","Pennsylvania","Mercer",1,65,43024,521,109424,173.4,"2020-04-01"
"516","Pennsylvania","Mifflin",0,27,39738,123,46138,113.6,"2020-04-01"
"517","Pennsylvania","Monroe",45,1065,42722,235,170271,279.2,"2020-04-01"
"518","Pennsylvania","Montgomery",217,3733,80606,3580,830915,1655.9,"2020-04-01"
"519","Pennsylvania","Montour",0,47,57426,656,18230,140.3,"2020-04-01"
"520","Pennsylvania","Northampton",49,1813,54859,362,305285,805.4,"2020-04-01"
"521","Pennsylvania","Northumberland",0,90,41712,173,90843,206.2,"2020-04-01"
"522","Pennsylvania","Perry",1,26,44693,NA,46272,83.4,"2020-04-01"
"523","Pennsylvania","Philadelphia",472,12566,55747,8387,1584064,11379.5,"2020-04-01"
"524","Pennsylvania","Pike",12,349,47864,NA,55809,105.3,"2020-04-01"
"525","Pennsylvania","Potter",0,4,42819,59,16526,16.1,"2020-04-01"
"526","Pennsylvania","Schuylkill",5,321,42862,361,141359,190.4,"2020-04-01"
"527","Pennsylvania","Snyder",1,33,42449,NA,40372,120.8,"2020-04-01"
"528","Pennsylvania","Somerset",0,25,42179,224,73447,72.4,"2020-04-01"
"529","Pennsylvania","Sullivan",0,1,46097,NA,6066,14.3,"2020-04-01"
"530","Pennsylvania","Susquehanna",4,79,45336,104,40328,52.7,"2020-04-01"
"531","Pennsylvania","Tioga",1,14,41039,83,40591,37,"2020-04-01"
"532","Pennsylvania","Union",0,31,41246,127,44923,142.2,"2020-04-01"
"533","Pennsylvania","Venango",0,7,42223,164,50668,81.5,"2020-04-01"
"534","Pennsylvania","Warren",0,1,42875,279,39191,47.3,"2020-04-01"
"535","Pennsylvania","Washington",2,101,59568,602,206865,242.5,"2020-04-01"
"536","Pennsylvania","Wayne",3,92,43996,202,51361,72.8,"2020-04-01"
"537","Pennsylvania","Westmoreland",19,374,52200,1012,348899,355.4,"2020-04-01"
"538","Pennsylvania","Wyoming",2,17,45285,48,26794,71.2,"2020-04-01"
"539","Pennsylvania","York",8,593,NA,921,449058,481.1,"2020-04-01"
"540","Texas","Anderson",0,19,34242,156,57735,55,"2020-04-02"
"541","Texas","Andrews",0,19,50011,34,18705,9.9,"2020-04-02"
"542","Texas","Angelina",0,36,38897,470,86715,108.8,"2020-04-02"
"543","Texas","Aransas",0,2,48389,NA,23510,91.9,"2020-04-02"
"544","Texas","Archer",0,0,50310,NA,8553,10,"2020-04-02"
"545","Texas","Armstrong",0,2,47995,NA,1887,2.1,"2020-04-02"
"546","Texas","Atascosa",1,14,36660,67,51153,36.8,"2020-04-02"
"547","Texas","Austin",0,12,50702,32,30032,44,"2020-04-02"
"548","Texas","Bailey",0,0,42507,25,7000,8.7,"2020-04-02"
"549","Texas","Bandera",0,6,43459,NA,23112,25.9,"2020-04-02"
"550","Texas","Bastrop",2,58,36561,8,88723,83.5,"2020-04-02"
"551","Texas","Baylor",0,0,41704,49,3509,4.3,"2020-04-02"
"552","Texas","Bee",0,6,28457,69,32565,36.2,"2020-04-02"
"553","Texas","Bell",3,165,42773,1091,362924,295.2,"2020-04-02"
"554","Texas","Bexar",43,1334,46058,8104,2003554,1383.1,"2020-04-02"
"555","Texas","Blanco",0,6,51968,NA,11931,14.8,"2020-04-02"
"556","Texas","Borden",0,0,63756,NA,654,0.7,"2020-04-02"
"557","Texas","Bosque",0,4,41592,25,18685,18.5,"2020-04-02"
"558","Texas","Bowie",1,68,40010,841,93245,104.6,"2020-04-02"
"559","Texas","Brazoria",3,445,47239,357,374264,230.7,"2020-04-02"
"560","Texas","Brazos",16,181,39216,658,229211,332.8,"2020-04-02"
"561","Texas","Brewster",0,0,45652,25,9203,1.5,"2020-04-02"
"562","Texas","Briscoe",0,0,35243,NA,1546,1.8,"2020-04-02"
"563","Texas","Brooks",0,1,33861,NA,7093,7.7,"2020-04-02"
"564","Texas","Brown",1,17,38830,194,37864,40.3,"2020-04-02"
"565","Texas","Burleson",0,11,42629,25,18443,26.1,"2020-04-02"
"566","Texas","Burnet",0,14,46516,71,48155,43,"2020-04-02"
"567","Texas","Caldwell",0,11,33668,59,43664,69.8,"2020-04-02"
"568","Texas","Calhoun",2,26,38668,25,21290,42.2,"2020-04-02"
"569","Texas","Callahan",0,1,39392,NA,13943,15.1,"2020-04-02"
"570","Texas","Cameron",14,366,28756,1519,423163,456,"2020-04-02"
"571","Texas","Camp",0,6,38660,25,13094,63.3,"2020-04-02"
"572","Texas","Carson",0,1,46373,NA,5926,6.7,"2020-04-02"
"573","Texas","Cass",0,13,36905,68,30026,32.5,"2020-04-02"
"574","Texas","Castro",1,13,42786,17,7530,9,"2020-04-02"
"575","Texas","Chambers",0,41,53673,39,43837,58.8,"2020-04-02"
"576","Texas","Cherokee",1,12,34468,429,52646,48.3,"2020-04-02"
"577","Texas","Childress",0,1,30084,39,7306,10.1,"2020-04-02"
"578","Texas","Clay",0,3,42335,25,10471,9.9,"2020-04-02"
"579","Texas","Cochran",0,1,38312,18,2853,4,"2020-04-02"
"580","Texas","Coke",0,0,41895,NA,3387,3.6,"2020-04-02"
"581","Texas","Coleman",0,1,40669,25,8175,7,"2020-04-02"
"582","Texas","Collin",16,654,65874,2623,1034730,930,"2020-04-02"
"583","Texas","Collingsworth",0,0,33039,16,2920,3.3,"2020-04-02"
"584","Texas","Colorado",0,10,46821,103,21493,21.7,"2020-04-02"
"585","Texas","Comal",6,48,58067,348,156209,193.9,"2020-04-02"
"586","Texas","Comanche",0,4,42465,25,13635,14.9,"2020-04-02"
"587","Texas","Concho",0,1,19801,16,2726,4.2,"2020-04-02"
"588","Texas","Cooke",0,4,54174,78,41257,43.9,"2020-04-02"
"589","Texas","Coryell",1,105,33996,25,75951,71.7,"2020-04-02"
"590","Texas","Cottle",0,0,57288,NA,1398,1.7,"2020-04-02"
"591","Texas","Crane",0,2,47758,25,4797,5.6,"2020-04-02"
"592","Texas","Crockett",0,0,41472,NA,3464,1.3,"2020-04-02"
"593","Texas","Crosby",1,2,30773,25,5737,6.7,"2020-04-02"
"594","Texas","Culberson",0,0,54180,14,2171,0.6,"2020-04-02"
"595","Texas","Dallam",1,8,52148,NA,7287,4.5,"2020-04-02"
"596","Texas","Dallas",82,3014,58993,9417,2635516,2718,"2020-04-02"
"597","Texas","Dawson",1,21,37111,22,12728,15.4,"2020-04-02"
"598","Texas","DeWitt",1,15,54549,NA,20160,22.1,"2020-04-02"
"599","Texas","Deaf Smith",0,21,40470,82,18546,12.9,"2020-04-02"
"600","Texas","Delta",0,1,34803,NA,5331,20.4,"2020-04-02"
"601","Texas","Denton",20,702,55933,1516,887207,754.3,"2020-04-02"
"602","Texas","Dickens",0,1,31586,NA,2211,2.7,"2020-04-02"
"603","Texas","Dimmit",0,1,36639,48,10124,7.5,"2020-04-02"
"604","Texas","Donley",0,24,45736,NA,3278,4,"2020-04-02"
"605","Texas","Duval",0,2,36418,NA,11157,6.6,"2020-04-02"
"606","Texas","Eastland",0,3,71142,52,18360,20.1,"2020-04-02"
"607","Texas","Ector",4,67,47271,669,166223,152.8,"2020-04-02"
"608","Texas","Edwards",0,0,35182,NA,1932,0.9,"2020-04-02"
"609","Texas","El Paso",12,780,35856,2813,839238,790.6,"2020-04-02"
"610","Texas","Ellis",5,127,44313,233,184826,159.9,"2020-04-02"
"611","Texas","Erath",1,13,39572,98,42698,35,"2020-04-02"
"612","Texas","Falls",0,2,34619,36,17297,23.3,"2020-04-02"
"613","Texas","Fannin",0,15,37605,25,35514,38.1,"2020-04-02"
"614","Texas","Fayette",1,15,53564,65,25346,25.8,"2020-04-02"
"615","Texas","Fisher",0,0,46444,14,3830,4.4,"2020-04-02"
"616","Texas","Floyd",0,3,37367,25,5712,6.5,"2020-04-02"
"617","Texas","Foard",0,0,42954,NA,1155,1.9,"2020-04-02"
"618","Texas","Fort Bend",21,919,57540,1105,811688,679.5,"2020-04-02"
"619","Texas","Franklin",0,1,39730,49,10725,37.3,"2020-04-02"
"620","Texas","Freestone",0,3,37066,37,19717,22.6,"2020-04-02"
"621","Texas","Frio",0,3,27545,40,20306,15.2,"2020-04-02"
"622","Texas","Gaines",0,2,36009,25,21492,11.7,"2020-04-02"
"623","Texas","Galveston",22,539,51785,711,342139,769.9,"2020-04-02"
"624","Texas","Garza",0,0,30072,NA,6229,7.2,"2020-04-02"
"625","Texas","Gillespie",0,1,60561,86,26988,23.5,"2020-04-02"
"626","Texas","Glasscock",0,0,102145,NA,1409,1.4,"2020-04-02"
"627","Texas","Goliad",0,7,43858,NA,7658,8.5,"2020-04-02"
"628","Texas","Gonzales",0,12,43342,34,20837,18.6,"2020-04-02"
"629","Texas","Gray",0,37,44002,115,21886,24.3,"2020-04-02"
"630","Texas","Grayson",0,22,42195,602,136212,129.6,"2020-04-02"
"631","Texas","Gregg",0,62,45401,846,123945,445.4,"2020-04-02"
"632","Texas","Grimes",1,13,35450,25,28880,33.8,"2020-04-02"
"633","Texas","Guadalupe",0,68,44809,125,166847,184.9,"2020-04-02"
"634","Texas","Hale",4,19,32263,88,33406,36.1,"2020-04-02"
"635","Texas","Hall",0,0,30180,NA,2964,3.8,"2020-04-02"
"636","Texas","Hamilton",0,5,60744,42,8461,10.2,"2020-04-02"
"637","Texas","Hansford",0,4,62998,25,5399,6.1,"2020-04-02"
"638","Texas","Hardeman",0,0,38212,45,3933,6,"2020-04-02"
"639","Texas","Hardin",3,92,45982,NA,57602,61.3,"2020-04-02"
"640","Texas","Harris",84,5628,56474,17209,4713325,2402.4,"2020-04-02"
"641","Texas","Harrison",4,71,41917,149,66553,72.9,"2020-04-02"
"642","Texas","Hartley",0,4,62463,21,5576,4.1,"2020-04-02"
"643","Texas","Haskell",0,0,34530,25,5658,6.5,"2020-04-02"
"644","Texas","Hays",1,148,43719,354,230191,231.7,"2020-04-02"
"645","Texas","Hemphill",0,1,58484,26,3819,4.2,"2020-04-02"
"646","Texas","Henderson",0,24,39627,117,82737,89.9,"2020-04-02"
"647","Texas","Hidalgo",4,303,26410,2386,868707,493.2,"2020-04-02"
"648","Texas","Hill",1,15,39205,165,36649,36.6,"2020-04-02"
"649","Texas","Hockley",1,20,38975,48,23021,25.2,"2020-04-02"
"650","Texas","Hood",3,17,50741,83,61643,121.7,"2020-04-02"
"651","Texas","Hopkins",0,4,39120,96,37084,45.8,"2020-04-02"
"652","Texas","Houston",0,6,38081,25,22968,19.3,"2020-04-02"
"653","Texas","Howard",1,4,40255,350,36664,38.9,"2020-04-02"
"654","Texas","Hudspeth",0,0,32472,NA,4886,0.8,"2020-04-02"
"655","Texas","Hunt",3,39,38029,271,98594,102.5,"2020-04-02"
"656","Texas","Hutchinson",0,11,41550,50,20938,25,"2020-04-02"
"657","Texas","Irion",0,0,68327,NA,1536,1.5,"2020-04-02"
"658","Texas","Jack",0,4,44061,58,8935,9.9,"2020-04-02"
"659","Texas","Jackson",0,6,41770,25,14760,17,"2020-04-02"
"660","Texas","Jasper",1,14,40803,59,35529,38,"2020-04-02"
"661","Texas","Jeff Davis",0,0,42947,NA,2274,1,"2020-04-02"
"662","Texas","Jefferson",18,266,44065,1699,251565,287.9,"2020-04-02"
"663","Texas","Jim Hogg",0,1,30696,NA,5200,4.7,"2020-04-02"
"664","Texas","Jim Wells",0,3,40570,159,40482,47.2,"2020-04-02"
"665","Texas","Johnson",1,57,41697,137,175817,208.3,"2020-04-02"
"666","Texas","Jones",0,13,30559,95,20083,21.8,"2020-04-02"
"667","Texas","Karnes",0,3,49593,25,15601,19.8,"2020-04-02"
"668","Texas","Kaufman",0,71,42837,407,136154,132.4,"2020-04-02"
"669","Texas","Kendall",0,16,84270,NA,47431,50.4,"2020-04-02"
"670","Texas","Kenedy",0,0,43561,NA,404,0.3,"2020-04-02"
"671","Texas","Kent",0,0,54858,NA,762,0.9,"2020-04-02"
"672","Texas","Kerr",0,6,50150,326,52600,45,"2020-04-02"
"673","Texas","Kimble",0,0,43309,15,4337,3.7,"2020-04-02"
"674","Texas","King",0,0,55661,NA,272,0.3,"2020-04-02"
"675","Texas","Kinney",0,0,30431,NA,3667,2.6,"2020-04-02"
"676","Texas","Kleberg",1,8,38997,100,30680,36.4,"2020-04-02"
"677","Texas","Knox",0,1,38457,28,3664,4.4,"2020-04-02"
"678","Texas","La Salle",0,1,35809,NA,7520,4.6,"2020-04-02"
"679","Texas","Lamar",0,8,40763,393,49859,54.9,"2020-04-02"
"680","Texas","Lamb",0,2,38247,75,12893,13.8,"2020-04-02"
"681","Texas","Lampasas",0,2,49457,25,21428,27.6,"2020-04-02"
"682","Texas","Lavaca",0,5,50919,50,20154,19.9,"2020-04-02"
"683","Texas","Lee",0,2,46713,NA,17239,26.4,"2020-04-02"
"684","Texas","Leon",0,5,40388,NA,17404,15.7,"2020-04-02"
"685","Texas","Liberty",0,38,37237,136,88219,65.3,"2020-04-02"
"686","Texas","Limestone",1,11,35771,79,23437,25.8,"2020-04-02"
"687","Texas","Lipscomb",0,0,64757,NA,3233,3.5,"2020-04-02"
"688","Texas","Live Oak",0,5,35636,NA,12207,11.1,"2020-04-02"
"689","Texas","Llano",0,3,47476,30,21795,20.7,"2020-04-02"
"690","Texas","Loving",0,0,56730,NA,169,0.1,"2020-04-02"
"691","Texas","Lubbock",40,497,42569,1563,310569,311.3,"2020-04-02"
"692","Texas","Lynn",1,5,33119,24,5951,6.6,"2020-04-02"
"693","Texas","Madison",0,2,30435,25,14284,29.3,"2020-04-02"
"694","Texas","Marion",0,7,38063,NA,9854,27.7,"2020-04-02"
"695","Texas","Martin",0,2,56021,43,5771,5.2,"2020-04-02"
"696","Texas","Mason",0,1,44601,NA,4274,4.3,"2020-04-02"
"697","Texas","Matagorda",3,59,40596,75,36643,33.4,"2020-04-02"
"698","Texas","Maverick",0,16,30505,101,58722,42.4,"2020-04-02"
"699","Texas","McCulloch",0,3,37927,NA,7984,7.8,"2020-04-02"
"700","Texas","McLennan",4,81,41254,NA,256623,226.5,"2020-04-02"
"701","Texas","McMullen",0,0,72150,NA,743,0.6,"2020-04-02"
"702","Texas","Medina",2,19,39403,25,51584,34.7,"2020-04-02"
"703","Texas","Menard",0,0,35311,NA,2138,2.5,"2020-04-02"
"704","Texas","Midland",5,71,124455,669,176832,152,"2020-04-02"
"705","Texas","Milam",1,13,36135,35,24823,24.3,"2020-04-02"
"706","Texas","Mills",0,0,37153,NA,4873,6.6,"2020-04-02"
"707","Texas","Mitchell",0,1,31913,25,8545,10.3,"2020-04-02"
"708","Texas","Montague",1,6,42074,87,19818,21.2,"2020-04-02"
"709","Texas","Montgomery",9,506,63605,1530,607391,437.5,"2020-04-02"
"710","Texas","Moore",3,252,41275,25,20940,24.3,"2020-04-02"
"711","Texas","Morris",0,5,43421,NA,12388,51.3,"2020-04-02"
"712","Texas","Motley",0,1,28938,NA,1200,1.2,"2020-04-02"
"713","Texas","Nacogdoches",7,125,37755,390,65204,68.2,"2020-04-02"
"714","Texas","Navarro",2,28,37922,162,50113,47.3,"2020-04-02"
"715","Texas","Newton",0,2,33350,NA,13595,15.5,"2020-04-02"
"716","Texas","Nolan",0,1,43087,85,14714,16.7,"2020-04-02"
"717","Texas","Nueces",2,94,44378,2224,362294,405.8,"2020-04-02"
"718","Texas","Ochiltree",0,5,57287,25,9836,11.1,"2020-04-02"
"719","Texas","Oldham",1,3,49120,NA,2112,1.4,"2020-04-02"
"720","Texas","Orange",0,64,44938,94,83396,245.3,"2020-04-02"
